total_cost,violation,violating_hours,max_gap
84369.45492843153,False,0,0.0
83852.83187130722,False,0,0.0
83650.5299801959,False,0,0.0
82498.9883729991,False,0,0.0
84467.67050934873,False,0,0.0
83578.29959402088,False,0,0.0
84205.67655040466,False,0,0.0
83701.17869680251,False,0,0.0
83930.51233681358,False,0,0.0
83273.32855372375,False,0,0.0
83187.41048904214,False,0,0.0
83355.87542110815,False,0,0.0
83703.88049237948,False,0,0.0
82959.04439035905,False,0,0.0
83744.57011862847,False,0,0.0
83387.59280845203,False,0,0.0
83865.41498678151,False,0,0.0
84031.34388848022,False,0,0.0
83530.99552159215,False,0,0.0
83436.58641043832,False,0,0.0
84188.47418991983,False,0,0.0
83259.56808400824,False,0,0.0
84433.15490789259,False,0,0.0
84661.1177450832,False,0,0.0
84168.01358510175,False,0,0.0
83242.00892364477,False,0,0.0
83332.77392377169,False,0,0.0
84091.1183117507,False,0,0.0
82688.53167119887,False,0,0.0
83415.14368293606,False,0,0.0
84311.98482354652,False,0,0.0
82660.02354668762,False,0,0.0
82796.15113200014,False,0,0.0
84317.19954486082,False,0,0.0
83051.40537083603,True,1,518.8370799999993
83557.54823533044,False,0,0.0
84065.81595281967,False,0,0.0
82781.40618516208,False,0,0.0
83259.49928726646,False,0,0.0
82707.24360606525,False,0,0.0
83580.76886873905,False,0,0.0
83823.28260564223,False,0,0.0
82515.99399599798,False,0,0.0
83109.13689036615,False,0,0.0
83011.76216024303,False,0,0.0
83852.32496488062,False,0,0.0
83235.78086274248,False,0,0.0
83839.97784333584,False,0,0.0
85073.07621879544,False,0,0.0
82797.53614693812,False,0,0.0
83468.63169406203,False,0,0.0
83370.09671261958,False,0,0.0
83802.3480234757,False,0,0.0
84420.50744633604,False,0,0.0
82935.39990896458,False,0,0.0
83028.03932686763,False,0,0.0
83915.56456555284,False,0,0.0
84021.15442215862,False,0,0.0
83784.9246251317,False,0,0.0
82962.70638369436,False,0,0.0
83631.92057390691,False,0,0.0
83210.01764722214,False,0,0.0
83334.86877040332,False,0,0.0
83881.57257711847,False,0,0.0
82807.2188833324,False,0,0.0
83806.90708431278,False,0,0.0
84274.20882823251,False,0,0.0
83696.67547467255,False,0,0.0
83841.57362862496,False,0,0.0
84046.60120346342,False,0,0.0
82721.22272883168,False,0,0.0
82990.76001267604,False,0,0.0
83885.73244729708,False,0,0.0
82438.32590497675,False,0,0.0
82922.57290544122,False,0,0.0
84036.22247346566,False,0,0.0
83999.18249190098,True,1,710.0171000000009
84038.08299081636,False,0,0.0
83255.42774502447,False,0,0.0
83970.23585539941,False,0,0.0
83285.11745566569,False,0,0.0
84290.82057999237,False,0,0.0
84082.9892959269,False,0,0.0
84332.04271524152,False,0,0.0
83494.84527708424,False,0,0.0
84108.32879871124,False,0,0.0
83487.05274242339,False,0,0.0
83006.76699160156,False,0,0.0
83741.98202102374,False,0,0.0
83939.87964684203,False,0,0.0
82618.65512543597,False,0,0.0
