total_cost,violation,violating_hours,max_gap
59205.75835996849,True,13,893.011278
59134.89553476468,True,12,1219.431297
58305.18915738318,True,14,693.5891309999988
59021.29946967353,True,9,1413.4193240000004
58459.93090283071,True,11,1425.8563450000001
59082.13753514728,True,14,1217.4016549999997
59005.75084386072,True,12,2233.483182
59627.65567264809,True,12,1981.8635720000002
59351.496892231095,True,15,2089.060012
59719.24849168843,True,14,2291.040798
58612.83273287625,True,14,1740.9891369999996
59958.592463784065,True,11,2007.4442600000002
59277.758955693236,True,8,1478.2262849999988
58483.15579690653,True,17,1092.200014
58207.05767849005,True,15,1138.6257610000011
58932.49513634425,True,12,1219.431297
58851.30989338822,True,14,2169.4058969999987
58417.697267558775,True,15,827.6417469999997
59265.182895721315,True,13,1603.464081
59985.34007412916,True,13,1212.517683000001
58626.69697132519,True,7,1258.9860599999993
58888.93789439432,True,15,1114.5379659999999
59457.20127649554,True,14,783.5851969999994
58228.45253663583,True,13,1662.0482530000008
60662.42770700708,True,9,2292.2045369999996
59122.43917406775,True,11,1019.6157599999997
58813.75051460204,True,8,1560.5015320000002
59401.358275406135,True,12,1226.616019000001
59325.05564318265,True,13,1369.136923
59156.80982306819,True,8,1028.093637
58776.70714489023,True,7,982.2927140000011
59790.260811931614,True,15,2050.093997
58846.99072338598,True,11,1545.0037460000003
59147.619841550986,True,8,2288.7811349999993
59878.62137106702,True,9,1465.5137869999999
58660.36610541422,True,9,1045.8630969999995
59150.236552833536,True,10,1974.5795419999995
58487.415882221874,True,10,517.9543699999995
58972.14618476429,True,8,2720.641022
59171.03739228154,True,12,762.5151810000007
59058.64004413653,True,12,2109.6070499999996
59636.38111355708,True,10,1715.0172979999988
58659.88160821947,True,16,1779.5637159999997
59924.162376385786,True,13,1106.4157020000002
58943.112988089604,True,13,1268.8779539999996
59075.12172715909,True,14,1053.5907819999993
59298.898117466044,True,11,832.2112070000003
59510.42679020605,True,10,1440.576826999999
58535.77960329488,True,9,677.6091639999995
58700.51773388278,True,14,1856.5129159999997
59226.64061735307,True,13,705.5480969999999
60044.33749374264,True,12,1478.9257209999996
58706.826884302165,True,15,1574.357629
59219.73110524709,True,15,1929.5365010000005
58741.095750826804,True,8,1106.1189889999996
59724.711139366664,True,16,1182.9373770000002
59187.177902026175,True,14,1739.6408489999994
58621.431034990295,True,14,1255.1614279999994
59700.15456262356,True,13,1283.4983779999993
58724.85237121999,True,14,2040.7302820000004
58708.072270111974,True,13,2515.57597
57282.62003207819,True,17,1308.5714499999995
59277.54658608108,True,12,1434.5670959999989
59356.56679760282,True,13,1487.281384
58499.614710465845,True,10,1802.345107000001
59256.86553885676,True,13,1780.850300000001
58866.5930730446,True,11,2355.1571839999997
58525.0151312377,True,10,1459.8671919999997
59867.74264215422,True,15,1851.2655100000002
59079.71768654346,True,12,2334.6937180000004
58718.47063717561,True,19,821.3929600000001
58704.134196818755,True,16,1820.6298479999987
58120.70955708971,True,11,2338.7889140000007
58854.67748540765,True,12,3577.2814799999996
58703.659871073134,True,12,2435.4317389999997
59025.861633377484,True,8,1018.2126009999993
59080.49914838017,True,14,1702.4335119999996
59796.06510877423,True,13,633.4812870000005
60208.55628709035,True,9,1190.7383100000006
59394.53306177673,True,10,570.2563649999975
58608.37349759742,True,9,870.9452169999995
58119.22618270373,True,12,774.9493419999999
58713.74562663106,True,14,1877.0359279999993
58788.480562987235,True,11,1747.2449269999997
59013.243096983235,True,14,1955.9384819999996
59032.793914238435,True,11,892.2966260000012
59106.98495338124,True,10,1456.2745610000002
58332.23758486963,True,10,1346.245026999999
58725.34347345967,True,14,1335.2407270000003
58229.47255556274,True,7,1936.4455010000001
59152.33074766731,True,10,1406.87032
58917.51220950667,True,12,1822.2734739999996
59815.17715710135,True,9,1322.598161
59961.777464155784,True,14,429.29527699999926
59347.33953474439,True,7,1475.1687940000002
58838.56344484588,True,11,2167.743458000001
58859.89434478035,True,11,1387.656961999999
59496.68536185562,True,11,851.4854459999997
59829.50902098549,True,14,783.5851969999994
58679.57824910266,True,15,2472.7365059999993
58647.746561874395,True,7,1668.692067
59119.96915423166,True,11,2295.89537
58403.516784185405,True,16,1820.6298479999987
58858.84419697378,True,12,3676.714830000001
59114.9982556442,True,15,1929.5365010000005
58551.968388993155,True,14,713.5288650000002
58833.309866248455,True,7,1489.0401270000002
59216.49696915316,True,13,1453.2820420000007
59492.90450747776,True,10,717.1263199999994
58729.41494337133,True,12,1338.1335929999996
58757.67862292215,True,11,1424.8773959999999
57716.48641706775,True,12,1016.9460419999996
59709.63302372465,True,8,900.5109140000004
59900.37434382802,True,14,1596.9227369999999
57732.62254085073,True,9,1045.8630969999995
59498.58384973411,True,16,865.0493939999997
58466.038545058225,True,8,2155.189424
59306.820143447345,True,16,1234.0641890000006
59414.79515889739,True,8,1018.2126009999993
58792.86222518742,True,14,2389.3791730000003
58177.03447728034,True,12,1383.3342089999996
60127.215260756086,True,15,1511.6353749999998
58447.35384344708,True,14,1208.4458290000002
58962.235009821525,True,12,720.780025
59739.16289258038,True,14,1191.7527360000013
58834.80347176208,True,8,616.7271099999998
58841.992059276236,True,14,429.29527699999926
59001.736568475055,True,13,468.0940049999999
59184.07327799007,True,10,1990.543678
59428.91452179727,True,10,1290.4047790000004
59979.83862283336,True,11,1871.1209360000012
58400.752766300895,True,13,1652.7040100000004
59131.37978425257,True,9,2144.335954
59293.26815254471,True,13,1543.8417819999995
59205.97755870647,True,13,1695.6414209999994
59579.43125883213,True,12,2054.9704029999994
59308.65971635214,True,14,1376.7216989999997
58792.043729021985,True,12,1265.351154
58562.73756811068,True,17,1172.288751
58456.53158722985,True,10,1299.6870870000002
58572.83209931075,True,12,1565.1443980000004
58660.661715059294,True,9,2292.2045369999996
59422.40013962944,True,11,1019.6157599999997
58945.956467775555,True,14,950.1891610000002
58790.314626341205,True,14,703.2544950000001
59238.079643307705,True,11,1359.6357749999988
59367.28956985031,True,13,1579.4662960000005
59280.08239392475,True,9,2058.2219700000005
58501.84941875882,True,8,900.5109140000004
59583.180221238974,True,13,1390.4986079999999
58706.40687236046,True,8,2210.1840410000004
59578.257141775,True,12,1976.4160479999991
58390.22650434515,True,10,1857.1292030000004
58706.26092177469,True,15,1218.2203499999996
58742.19708591873,True,11,1618.4702960000013
58383.971408304045,True,11,2408.3165329999993
59041.09721444054,True,14,1323.8943710000003
59060.52583754371,True,14,1360.7933869999997
58393.746749610895,True,10,1434.2257069999996
59118.371750160055,True,10,914.2072870000011
59201.788950802715,True,14,2023.7371300000004
58890.73329232145,True,9,1443.7552240000005
59080.45164769929,True,11,1019.6157599999997
58810.15846128875,True,13,1276.3858039999996
59115.59963279894,True,11,1359.6357749999988
58506.04094640295,True,14,1637.0350170000002
58952.45546383243,True,13,1639.961746
58945.800777511,True,13,1276.3858039999996
59554.02962993781,True,13,2418.0151100000003
58748.218717783326,True,12,808.1875789999995
58979.36354947492,True,12,1219.431297
59023.673542980905,True,8,963.7388170000004
59511.23692369422,True,9,1730.9927329999991
58546.3984272032,True,11,957.5043159999996
59146.50138142961,True,14,939.8400529999999
58551.713763052874,True,13,1466.0394939999987
58632.00735601112,True,11,1005.9013500000001
58671.92906258388,True,14,2291.040798
58966.217581849916,True,12,1265.351154
59577.26991763798,True,13,633.4812870000005
58616.23199200093,True,13,822.5281770000001
58617.520882001816,True,15,996.1852359999993
59881.22717920538,True,16,1283.3496069999992
59047.90568702998,True,9,1502.0971929999978
59328.2342705227,True,16,542.2511910000003
59430.11364368853,True,9,506.12319899999966
59290.626913405424,True,8,789.4097249999995
59094.49629257378,True,13,1945.8502819999994
58979.41223555096,True,10,2724.582053
58633.92504528296,True,8,1218.4177609999997
59565.373896585945,True,7,1526.9024790000003
58104.918064326426,True,10,1512.6138769999998
59258.22587183845,True,14,1255.1614279999994
58084.614556082575,True,11,1162.526068000001
59878.619354471695,True,14,1740.9891369999996
58838.739644056055,True,11,1654.9735280000004
59689.44259341949,True,16,2118.241599
60373.07592139969,True,12,1962.486977999999
59640.64501511714,True,14,1655.3136169999989
58232.936831137966,True,9,2630.3730429999996
59912.633848618774,True,17,788.3254059999999
58823.32976391142,True,13,1306.581200999999
58779.562537905615,True,14,599.7433609999989
58986.319339436115,True,15,1589.0749489999998
59344.01417497498,True,8,1618.9395449999993
59596.59109415264,True,13,705.5480969999999
59800.88244293579,True,11,1655.6997279999996
59682.81467571733,True,12,2002.1455580000002
58767.80188514485,True,11,1157.708031000001
58431.68057112674,True,14,1499.2151400000002
60071.98985825095,True,14,675.4857539999994
59209.85231843176,True,13,1088.7147459999996
58842.751486704685,True,12,1791.367784
58935.05990081094,True,17,1622.969575
60736.061675627876,True,10,569.8855430000003
58681.67631502902,True,13,1129.9334319999998
58456.32868251193,True,10,1622.7915240000002
58689.52893202407,True,11,1273.5649749999993
58943.67555996977,True,16,1779.5637159999997
59348.35277805621,True,9,677.6091639999995
58387.535786665954,True,9,1888.855709999999
59296.45760542891,True,13,1852.2166779999998
59230.729546498056,True,17,1092.200014
58800.1505396482,True,11,1022.9229209999994
59838.88225882712,True,12,2002.1455580000002
59034.72843191964,True,11,1162.526068000001
60117.577348125014,True,14,2169.4058969999987
59139.46688525742,True,13,1684.2711170000002
58758.56496111749,True,11,1837.0944079999972
58480.000314111276,True,12,1226.616019000001
58304.75823632017,True,14,1360.7933869999997
58940.79028461079,True,11,1618.4702960000013
59346.593622641616,True,10,1043.9219570000005
59039.74936984709,True,14,1253.1189210000011
59781.42021001405,True,12,888.8433370000012
59089.07649773739,True,11,689.4816410000003
59166.749222694234,True,13,1068.0258470000008
59467.113870180845,True,12,2349.8088229999994
60168.337219207766,True,11,1442.006163
58753.04681757173,True,12,2286.8232210000006
57995.83966215422,True,15,1883.384438000001
58819.081260280385,True,14,2103.6820590000007
58422.00732407502,True,13,705.5480969999999
58647.429362483905,True,13,698.7352250000004
58415.79320372843,True,9,1534.5090059999993
59021.16853831051,True,13,2258.2396959999996
58742.25744532362,True,13,1296.512318
58900.104563580404,True,14,1721.605746000001
58837.81483870063,True,12,2012.727336
58654.81490386215,True,16,762.1053489999995
59017.86390867892,True,13,1975.2392099999988
58540.65582949912,True,13,1453.2820420000007
59261.2463918617,True,13,1684.2711170000002
59975.86329889679,True,15,2069.598812
59463.25190475938,True,8,2248.8253440000008
58338.1808464619,True,13,1336.6145379999998
58642.24060184824,True,7,982.2927140000011
59248.69035278828,True,14,1945.6051449999995
59159.90909547557,True,11,1803.113542000001
59656.546287178826,True,12,714.0295420000002
59472.070413276146,True,12,1129.423957
59362.438849291415,True,12,1055.7742630000012
58806.91324820947,True,14,1775.6567619999987
58973.43040006622,True,13,1180.0612249999995
58565.70612111116,True,9,2039.403588000001
58827.62340072776,True,16,1674.0523649999996
59350.14875084716,True,11,1008.154262
58439.93932750668,True,14,800.2091820000005
58166.10872815378,True,13,1506.296072000001
59277.03086422417,True,11,355.35581
58378.584544442434,True,12,1387.1789160000008
59782.53150312822,True,8,343.31953200000044
58441.18195458433,True,14,537.5801620000002
59620.88562324848,True,8,1365.1287150000007
58846.464796218286,True,13,1222.0152660000003
58881.97404642012,True,14,720.6589920000006
59037.37241705953,True,13,1055.7832609999996
59718.64709578223,True,10,2025.5109940000002
57783.29827897836,True,10,1515.3564269999988
59575.33265097671,True,12,1871.509637
58826.81757608485,True,13,796.6022750000002
58445.469715283514,True,13,2761.6571399999993
60068.11588108538,True,8,1423.7484729999996
58734.59943450145,True,10,1043.9219570000005
59298.40233842375,True,13,1246.1788450000004
59257.78142310063,True,16,2554.567532000001
59612.08775892704,True,13,2013.89977
59108.66775111534,True,11,1613.6862419999998
58762.74038693358,True,11,1084.7263199999998
59398.46159616312,True,12,3676.714830000001
59305.48352245326,True,18,2478.6449840000005
58774.5301570444,True,9,1586.2207519999993
58074.36744846054,True,11,1632.3752400000012
59765.004066403,True,9,2039.403588000001
57995.213352617844,True,11,2098.774507
59633.56517491221,True,11,365.66640199999983
58644.7992534229,True,15,1155.3586759999998
58847.34621601627,True,9,1242.6161780000002
59270.71103430043,True,11,2086.092095
59371.37395455597,True,15,2439.721383
59003.389587487014,True,15,510.99504200000047
59642.8956909057,True,11,2293.2138969999996
59637.81128549402,True,10,2162.7671499999997
59098.38693820969,True,10,1525.6117000000013
59470.95582419615,True,12,697.9949649999999
58621.33875046573,True,17,1369.0236869999999
59314.16525537059,True,11,2225.0969029999997
59285.815376810264,True,15,2544.6963859999987
59396.33435049971,True,10,1476.6279360000008
58925.970442439386,True,13,1975.998837000001
58897.10893306907,True,15,1738.2280979999996
58624.045954336514,True,15,1659.033481999999
59533.72501094269,True,12,802.165622999999
59722.867283667954,True,13,1246.1788450000004
59462.67719796585,True,11,851.4854459999997
58940.629575868916,True,11,495.8947369999987
59160.95125212306,True,17,2286.5780560000003
59166.58108258594,True,12,670.0938809999989
58418.45148028164,True,10,2162.7671499999997
59020.65956216298,True,12,2349.8088229999994
58056.76511072903,True,16,1393.9947969999994
59722.2156624896,True,15,1806.391952
58813.68051398335,True,12,2167.706324999999
60392.020391542654,True,10,1841.8575069999988
59740.27126345092,True,12,1760.8173289999977
59458.10455155001,True,10,149.80066400000032
58801.11251478805,True,9,1065.176238
59353.7504070035,True,12,1347.6842720000013
59090.897676583394,True,15,1883.384438000001
58717.60192560678,True,15,1137.4698749999989
58828.23018462158,True,13,1299.1806849999994
59698.07244359562,True,10,1779.8061579999994
59226.67899947535,True,11,1408.5899980000013
58334.70983326135,True,10,1587.1469989999996
59245.03982445465,True,16,2554.567532000001
58916.906563240365,True,9,1746.2878799999999
59119.50247946731,True,11,1803.113542000001
58558.00452383234,True,14,429.29527699999926
58904.7169067316,True,10,1538.4240909999999
59492.330131797265,True,10,3559.7007200000007
58834.78569035473,True,10,1567.0004520000002
59248.1418815598,True,12,2574.1443949999993
59523.42116132585,True,11,887.3302089999997
57929.82133653027,True,13,1390.4986079999999
59311.0038072962,True,14,1928.6147650000003
58573.19723062877,True,14,1609.1575079999993
60006.807579939916,True,16,865.0493939999997
59183.573634509856,True,10,1803.0796630000004
59209.82970419752,True,16,1779.5637159999997
57844.82603508452,True,14,1775.0794609999994
58493.20450769526,True,11,792.5175939999999
60121.03627374772,True,7,331.07796899999994
58440.657822088666,True,15,1534.6176340000002
59359.15365710306,True,12,809.4656489999998
59201.15738292369,True,11,2015.694982000001
58933.69388420173,True,14,1877.0359279999993
59827.26281269765,True,11,1222.0384249999997
59707.778910539724,True,11,1617.429802999999
59317.81447339817,True,10,1010.13105
58664.6405955911,True,12,2334.6937180000004
58870.22818194973,True,13,1337.770661999999
58872.1250932989,True,12,707.4923029999991
58760.57097825302,True,8,1540.6859029999996
58541.08176673573,True,12,1138.6930499999999
58718.49050602338,True,12,1055.7742630000012
58449.4514942079,True,8,1758.0843720000012
59785.887370961966,True,14,1812.9083150000006
60037.85016842242,True,10,2133.8744129999995
58604.84060018188,True,8,1024.0852779999987
58562.86436937812,True,9,1242.6161780000002
59738.79585684034,True,9,1746.2878799999999
58588.60905004002,True,14,1592.6188730000013
59034.29607061221,True,11,851.4854459999997
58481.40585217653,True,14,827.2674210000005
59410.67783075779,True,11,1837.7355190000007
58897.934245918696,True,10,1344.5742659999987
58762.59805849691,True,13,1055.7832609999996
58621.84710364025,True,16,2640.6043910000008
58968.12330830832,True,10,999.265394
58675.72029095529,True,11,982.6962210000002
59243.323093883315,True,14,1856.5129159999997
59185.42849019573,True,13,1684.2050180000006
59727.44386071562,True,10,1361.2881799999996
58735.6111220881,True,13,1473.6241069999996
59317.27750681761,True,13,1857.2348919999986
59191.64947511018,True,14,1897.5771810000006
58715.84663086686,True,11,1334.709656
58513.60361300665,True,15,2544.6963859999987
58533.49212849908,True,12,2139.123238
58706.602837790706,True,8,1024.0852779999987
60039.71840981685,True,11,887.3302089999997
59094.71621897523,True,10,957.9938249999996
58514.89445751794,True,14,1091.3818520000004
58987.69039382214,True,9,1190.7383100000006
59441.330996423996,True,13,1695.6414209999994
