Time;Realized_demand;Realized_renewable;Realized_residual_demand;Forecasted_residual_demand;(Forecasted_RD-Realized_RD)/Realized_RD
20.02.2020 21:00;10924;3495.5;7428.5;5932.778382;-0.201349077
20.02.2020 22:00;10746;3373;7373;7786.759061;0.056118142
20.02.2020 23:00;10302;3262;7040;7299.992269;0.03693072
21.02.2020 00:00;9431;3259.25;6171.75;6773.581801;0.097513963
21.02.2020 01:00;9058;3138.5;5919.5;6463.425381;0.091887048
21.02.2020 02:00;8943;3030.25;5912.75;6258.602641;0.058492688
21.02.2020 03:00;8797;2929;5868;5869.923906;0.000327864
21.02.2020 04:00;8774;2790;5984;5998.145296;0.002363853
21.02.2020 05:00;8927;2624.25;6302.75;6615.805639;0.04966969
21.02.2020 06:00;9844;2477.5;7366.5;6556.181059;-0.110000535
21.02.2020 07:00;10841;2738;8103;5932.316347;-0.267886419
21.02.2020 08:00;11134;3498.5;7635.5;8563.299921;0.121511351
21.02.2020 09:00;11280;4115;7165;7435.711362;0.037782465
21.02.2020 10:00;11313;4516.25;6796.75;7284.097624;0.071703038
21.02.2020 11:00;11464;4375.25;7088.75;5893.169591;-0.168658848
21.02.2020 12:00;11397;4000.5;7396.5;8104.758322;0.095755874
21.02.2020 13:00;11321;3776.75;7544.25;7823.403764;0.037002189
21.02.2020 14:00;11138;3648.5;7489.5;8339.546701;0.113498458
21.02.2020 15:00;11199;3509.5;7689.5;6169.316931;-0.197695958
21.02.2020 16:00;11551;3426.25;8124.75;8726.396553;0.074051085
21.02.2020 17:00;11971;3413.25;8557.75;9098.659576;0.063206985
21.02.2020 18:00;12241;3449;8792;8595.366955;-0.022364996
21.02.2020 19:00;11908;3524.25;8383.75;9045.222535;0.078899363
21.02.2020 20:00;11197;3591.75;7605.25;7577.93544;-0.00359154
21.02.2020 21:00;10652;3625.25;7026.75;7684.241276;0.093569755
21.02.2020 22:00;10096;3654.25;6441.75;6846.037515;0.06276051
21.02.2020 23:00;9526;3681;5845;5502.061692;-0.05867208
22.02.2020 00:00;7006;3672.75;3333.25;3285.159679;-0.014427457
22.02.2020 01:00;6456;3693.5;2762.5;3009.778212;0.089512475
22.02.2020 02:00;6083;3701.75;2381.25;2589.872453;0.087610479
22.02.2020 03:00;5932;3716.25;2215.75;2269.619513;0.02431209
22.02.2020 04:00;5780;3736.75;2043.25;1714.558606;-0.160866949
22.02.2020 05:00;5792;3751;2041;2308.223634;0.130927797
22.02.2020 06:00;5953;3751.75;2201.25;1739.829399;-0.209617536
22.02.2020 07:00;6494;3769.25;2724.75;2379.002056;-0.126891621
22.02.2020 08:00;6888;3813.75;3074.25;2796.682921;-0.090287738
22.02.2020 09:00;7242;3876.5;3365.5;3350.866362;-0.004348132
22.02.2020 10:00;7440;3927.75;3512.25;3186.073524;-0.09286824
22.02.2020 11:00;7316;3966.5;3349.5;3101.088054;-0.074163889
22.02.2020 12:00;7304;3983.75;3320.25;3207.216448;-0.034043687
22.02.2020 13:00;6964;3994.75;2969.25;2894.555057;-0.025156165
22.02.2020 14:00;6864;3950.25;2913.75;2470.117539;-0.152254813
22.02.2020 15:00;6989;3814.5;3174.5;3398.363162;0.070519188
22.02.2020 16:00;7145;3666.75;3478.25;3517.20225;0.011198807
22.02.2020 17:00;7450;3468.5;3981.5;3242.423519;-0.185627648
22.02.2020 18:00;7785;3289.5;4495.5;4657.435719;0.036021737
22.02.2020 19:00;7699;3259.5;4439.5;3778.746418;-0.148835135
22.02.2020 20:00;7379;3286.75;4092.25;4201.136739;0.026608037
22.02.2020 21:00;7068;3295.25;3772.75;3569.437902;-0.053889629
22.02.2020 22:00;6825;3273;3552;3474.47257;-0.021826416
22.02.2020 23:00;6676;3263.5;3412.5;3516.214451;0.030392513
23.02.2020 00:00;5325;3000.75;2324.25;2475.327775;0.065000656
23.02.2020 01:00;4938;3010.5;1927.5;2087.668826;0.083096667
23.02.2020 02:00;4813;2975.5;1837.5;1735.252491;-0.055644903
23.02.2020 03:00;4718;2848;1870;1755.831548;-0.061052648
23.02.2020 04:00;4797;2573.5;2223.5;2011.141377;-0.095506464
23.02.2020 05:00;4756;2250.5;2505.5;2504.177179;-0.000527967
23.02.2020 06:00;4804;1993.25;2810.75;2896.574017;0.030534205
23.02.2020 07:00;4924;1926.25;2997.75;2752.024819;-0.081969871
23.02.2020 08:00;5126;1998.5;3127.5;2906.912565;-0.070531554
23.02.2020 09:00;5545;2265.25;3279.75;2720.947491;-0.170379605
23.02.2020 10:00;5980;2653.5;3326.5;3537.657857;0.063477486
23.02.2020 11:00;6121;2844.25;3276.75;3472.389289;0.059705284
23.02.2020 12:00;6283;3007;3276;3723.615972;0.136634912
23.02.2020 13:00;6430;3212;3218;3455.074675;0.073671434
23.02.2020 14:00;6450;3394.5;3055.5;3340.258184;0.093195282
23.02.2020 15:00;6518;3447.25;3070.75;2384.651194;-0.223430369
23.02.2020 16:00;6594;3286;3308;3678.074151;0.111872476
23.02.2020 17:00;7069;2974.75;4094.25;4501.075135;0.099364996
23.02.2020 18:00;7434;2717;4717;4866.951194;0.031789526
23.02.2020 19:00;7528;2573;4955;4886.089026;-0.013907361
23.02.2020 20:00;7259;2383.75;4875.25;4526.256413;-0.071584757
23.02.2020 21:00;6825;2185.25;4639.75;3374.398846;-0.272719684
23.02.2020 22:00;6682;1967.75;4714.25;4586.48715;-0.027101416
23.02.2020 23:00;5936;1720.75;4215.25;4263.826035;0.01152388
24.02.2020 00:00;5241;1875.75;3365.25;3320.813597;-0.013204488
24.02.2020 01:00;4873;1494.75;3378.25;3563.173726;0.054739503
24.02.2020 02:00;4813;1103.5;3709.5;3440.193991;-0.072599005
24.02.2020 03:00;4778;783.75;3994.25;4310.598063;0.079200867
24.02.2020 04:00;4885;684.75;4200.25;4344.794703;0.034413357
24.02.2020 05:00;5138;663;4475;4477.392272;0.000534586
24.02.2020 06:00;6108;732.5;5375.5;5411.939241;0.006778763
24.02.2020 07:00;7842;1040.5;6801.5;5286.265659;-0.222779437
24.02.2020 08:00;8387;1380.75;7006.25;7233.352605;0.032414288
24.02.2020 09:00;8422;1769.5;6652.5;6394.271291;-0.038816792
24.02.2020 10:00;8189;2288.75;5900.25;5546.910372;-0.059885535
24.02.2020 11:00;8113;2751.5;5361.5;5711.672438;0.065312401
24.02.2020 12:00;8129;3003.25;5125.75;4549.933163;-0.112338065
24.02.2020 13:00;7972;3247.75;4724.25;4971.188631;0.052270441
24.02.2020 14:00;7856;3429.5;4426.5;4760.393786;0.075430653
24.02.2020 15:00;7949;3502;4447;4955.230972;0.114286254
24.02.2020 16:00;8298;3580.75;4717.25;4563.475641;-0.032598306
24.02.2020 17:00;8535;3660.5;4874.5;4477.594232;-0.081424919
24.02.2020 18:00;8792;3706;5086;5341.580431;0.050251756
24.02.2020 19:00;8660;3730.5;4929.5;4915.568597;-0.002826129
24.02.2020 20:00;8357;3725.75;4631.25;4967.95789;0.072703458
24.02.2020 21:00;7816;3671.75;4144.25;4667.741983;0.126317665
24.02.2020 22:00;7501;3559.25;3941.75;4300.149169;0.090923871
24.02.2020 23:00;7104;3430.75;3673.25;3846.583464;0.047188039
25.02.2020 00:00;6089;3257;2832;2885.533644;0.018903123
25.02.2020 01:00;5618;3197;2421;1806.359016;-0.253878969
25.02.2020 02:00;5508;3150.75;2357.25;2446.054083;0.037672747
25.02.2020 03:00;5370;3069.5;2300.5;2126.715341;-0.075542125
25.02.2020 04:00;5375;3011;2364;2447.134102;0.03516671
25.02.2020 05:00;5638;3024.25;2613.75;2773.309307;0.061046124
25.02.2020 06:00;6659;3065.25;3593.75;3752.853981;0.044272412
25.02.2020 07:00;8372;3388;4984;4218.303851;-0.153630849
25.02.2020 08:00;9216;4106.5;5109.5;4127.207286;-0.192248305
25.02.2020 09:00;9325;4850.25;4474.75;4737.245104;0.058661401
25.02.2020 10:00;9068;5367.5;3700.5;3288.507882;-0.111334176
25.02.2020 11:00;8723;5382.75;3340.25;3079.03437;-0.078202419
25.02.2020 12:00;8465;5021;3444;3920.915191;0.138477117
25.02.2020 13:00;8256;4380.75;3875.25;4061.943629;0.048175893
25.02.2020 14:00;8196;3658.25;4537.75;4672.929191;0.029789916
25.02.2020 15:00;8212;2954.5;5257.5;5830.648744;0.109015453
25.02.2020 16:00;8712;2447.25;6264.75;6582.157349;0.050665605
25.02.2020 17:00;9116;2106.25;7009.75;7385.574396;0.053614522
25.02.2020 18:00;9427;1747.5;7679.5;7126.841588;-0.071965416
25.02.2020 19:00;9295;1580.5;7714.5;7901.021513;0.024178043
25.02.2020 20:00;8726;1506.25;7219.75;7317.312301;0.013513252
25.02.2020 21:00;8018;1259.75;6758.25;7417.143401;0.097494677
25.02.2020 22:00;7629;1113.5;6515.5;7182.920448;0.102435799
25.02.2020 23:00;7226;1124.25;6101.75;6687.11454;0.095933878
26.02.2020 00:00;7785;1063;6722;7132.109449;0.061010034
26.02.2020 01:00;7530;1074.5;6455.5;6358.376163;-0.01504513
26.02.2020 02:00;7225;1233.25;5991.75;5802.216507;-0.03163241
26.02.2020 03:00;6982;1373.5;5608.5;5516.303114;-0.016438778
26.02.2020 04:00;7037;1476.5;5560.5;6232.276205;0.120812194
26.02.2020 05:00;7645;1566;6079;6748.142734;0.110074475
26.02.2020 06:00;9085;1581.75;7503.25;6502.806397;-0.133334702
26.02.2020 07:00;10063;1776.25;8286.75;8574.845899;0.034765849
26.02.2020 08:00;10430;2121.5;8308.5;8664.19295;0.04281073
26.02.2020 09:00;10492;2659.75;7832.25;8224.869297;0.050128545
26.02.2020 10:00;10363;3200.25;7162.75;8088.155418;0.129196945
26.02.2020 11:00;10087;3418.75;6668.25;5037.650745;-0.244531812
26.02.2020 12:00;9795;3595.75;6199.25;5708.214853;-0.079208799
26.02.2020 13:00;9776;3503.75;6272.25;6731.319264;0.073190524
26.02.2020 14:00;9967;3296.75;6670.25;6861.88783;0.028730232
26.02.2020 15:00;10221;3056.75;7164.25;7686.422465;0.072885852
26.02.2020 16:00;10427;2557;7870;8242.640069;0.047349437
26.02.2020 17:00;10686;2093.5;8592.5;8394.532658;-0.023039551
26.02.2020 18:00;11161;1841.75;9319.25;10055.69328;0.079023878
26.02.2020 19:00;11110;1646.75;9463.25;8269.791488;-0.126115078
26.02.2020 20:00;10756;1592;9164;8951.105196;-0.023231646
26.02.2020 21:00;10256;1561.5;8694.5;9176.629301;0.055452217
26.02.2020 22:00;9926;1568.5;8357.5;8648.737087;0.034847393
26.02.2020 23:00;9433;1522.25;7910.75;7182.452141;-0.092064325
27.02.2020 00:00;9342;1198.25;8143.75;8283.799323;0.017197154
27.02.2020 01:00;9233;1155.5;8077.5;7512.277333;-0.069974951
27.02.2020 02:00;9028;1057;7971;7826.667716;-0.018107174
27.02.2020 03:00;8876;983.25;7892.75;8867.284401;0.123472098
27.02.2020 04:00;8916;885.75;8030.25;6900.746313;-0.140656105
27.02.2020 05:00;9417;875.75;8541.25;8231.30418;-0.03628811
27.02.2020 06:00;10149;870.5;9278.5;10045.10866;0.082622047
27.02.2020 07:00;10855;955;9900;8679.894092;-0.123243021
27.02.2020 08:00;11429;1198.5;10230.5;10571.82781;0.033363747
27.02.2020 09:00;11572;1254.5;10317.5;10777.65142;0.04459912
27.02.2020 10:00;11422;1115;10307;10872.301;0.054846318
27.02.2020 11:00;11204;976.25;10227.75;10814.45685;0.057364215
27.02.2020 12:00;11084;820.75;10263.25;10648.36799;0.03752398
27.02.2020 13:00;10901;671.25;10229.75;10430.20043;0.019594851
27.02.2020 14:00;10951;569.5;10381.5;9928.955445;-0.043591442
27.02.2020 15:00;10952;711;10241;8295.75307;-0.189946971
27.02.2020 16:00;10975;1146.5;9828.5;11024.75065;0.121712433
27.02.2020 17:00;11101;1579.75;9521.25;9970.128598;0.047144923
27.02.2020 18:00;11254;1930.5;9323.5;10417.1254;0.117297732
27.02.2020 19:00;11121;1978.5;9142.5;8338.881235;-0.087899236
27.02.2020 20:00;10902;2075.25;8826.75;8144.567159;-0.077285846
27.02.2020 21:00;10655;2124;8531;7811.252309;-0.084368502
27.02.2020 22:00;10447;2123.25;8323.75;7567.933873;-0.090802358
27.02.2020 23:00;10201;2110.25;8090.75;8635.581874;0.067340095
28.02.2020 00:00;9843;1979.5;7863.5;7927.308394;0.008114503
28.02.2020 01:00;9614;1914;7700;8573.417468;0.11343084
28.02.2020 02:00;9392;1826.25;7565.75;8113.578551;0.072409021
28.02.2020 03:00;9342;1716.25;7625.75;7633.527182;0.001019858
28.02.2020 04:00;9412;1538.75;7873.25;7229.342988;-0.081784144
28.02.2020 05:00;9540;1387.75;8152.25;7540.472339;-0.075044026
28.02.2020 06:00;10281;1247.5;9033.5;8260.253186;-0.085597699
28.02.2020 07:00;10985;1607.5;9377.5;9480.556568;0.01098977
28.02.2020 08:00;11275;2419.5;8855.5;7389.675138;-0.165527058
28.02.2020 09:00;11151;2759;8392;7661.050036;-0.087100806
28.02.2020 10:00;10943;3082;7861;7081.211683;-0.099197089
28.02.2020 11:00;11228;3217.5;8010.5;9058.494602;0.130827614
28.02.2020 12:00;11182;3134;8048;7649.663226;-0.049495126
28.02.2020 13:00;11165;2979.5;8185.5;9013.002187;0.101093664
28.02.2020 14:00;10985;2833.5;8151.5;7413.155618;-0.090577732
28.02.2020 15:00;10987;2701;8286;8098.314493;-0.022650918
28.02.2020 16:00;11536;2772.75;8763.25;9838.772988;0.122731063
28.02.2020 17:00;12031;2979.25;9051.75;9298.594526;0.027270365
28.02.2020 18:00;12301;3150.75;9150.25;8916.854326;-0.025507027
28.02.2020 19:00;12080;3279.25;8800.75;7086.422038;-0.194793394
28.02.2020 20:00;11602;3349.75;8252.25;8264.320888;0.001462739
28.02.2020 21:00;10798;3349.25;7448.75;7495.934919;0.006334609
28.02.2020 22:00;10321;3255.25;7065.75;7447.472219;0.054024303
28.02.2020 23:00;9806;3182;6624;7149.181866;0.079284702
29.02.2020 00:00;7334;3293.5;4040.5;4096.247599;0.013797203
29.02.2020 01:00;6843;3276.25;3566.75;3598.712435;0.008961221
29.02.2020 02:00;6546;3248.5;3297.5;3110.508331;-0.056707102
29.02.2020 03:00;6466;3254.75;3211.25;3298.215335;0.027081459
29.02.2020 04:00;6204;3285;2919;2898.829258;-0.006910155
29.02.2020 05:00;6117;3300.25;2816.75;3188.197062;0.131870795
29.02.2020 06:00;6212;3280;2932;3234.176157;0.103061445
29.02.2020 07:00;6758;3522.75;3235.25;3453.941049;0.067596337
29.02.2020 08:00;7301;4179.75;3121.25;3158.896595;0.012061384
29.02.2020 09:00;7540;4461;3079;3162.441119;0.027100071
29.02.2020 10:00;7672;4359;3313;3639.368851;0.098511576
29.02.2020 11:00;7596;4056.25;3539.75;3328.460372;-0.059690551
29.02.2020 12:00;7632;3758.75;3873.25;4193.46781;0.082674191
29.02.2020 13:00;7398;3641.75;3756.25;4097.91708;0.090959622
29.02.2020 14:00;7234;3874.75;3359.25;3100.143543;-0.077132234
29.02.2020 15:00;7321;4136.25;3184.75;2546.595238;-0.200378291
29.02.2020 16:00;7521;3946.75;3574.25;3968.934919;0.110424542
29.02.2020 17:00;7821;3582;4239;4021.735782;-0.051253649
29.02.2020 18:00;8126;3421.5;4704.5;5040.566828;0.071435185
29.02.2020 19:00;8053;3469;4584;4407.130884;-0.038584013
29.02.2020 20:00;7639;3537.5;4101.5;4293.58112;0.04683192
29.02.2020 21:00;7148;3566.25;3581.75;3535.469947;-0.012921073
29.02.2020 22:00;6953;3583.25;3369.75;2676.859164;-0.205620843
29.02.2020 23:00;6709;3631.75;3077.25;3285.204425;0.067578008
01.03.2020 00:00;5701;3631.5;2069.5;2249.630671;0.087040672
01.03.2020 01:00;5189;3644.5;1544.5;1162.140371;-0.247562078
01.03.2020 02:00;5155;3623.75;1531.25;1544.361544;0.008562641
01.03.2020 03:00;4978;3600;1378;1432.058263;0.039229509
01.03.2020 04:00;4984;3556.75;1427.25;1547.77456;0.084445304
01.03.2020 05:00;4947;3501;1446;1559.891395;0.078763067
01.03.2020 06:00;5242;3472.25;1769.75;1704.358357;-0.03694965
01.03.2020 07:00;5274;3656.5;1617.5;1352.545961;-0.163804661
01.03.2020 08:00;5421;4031.75;1389.25;1318.527079;-0.050907267
01.03.2020 09:00;5909;4393.75;1515.25;1312.460685;-0.133832249
01.03.2020 10:00;6331;5047.75;1283.25;1317.501739;0.0266914
01.03.2020 11:00;6482;5702.25;779.75;802.8204617;0.029586998
01.03.2020 12:00;6525;5843;682;520.5233729;-0.236769248
01.03.2020 13:00;6783;5455.75;1327.25;1386.757794;0.044835407
01.03.2020 14:00;6673;4697.5;1975.5;1888.039617;-0.04427253
01.03.2020 15:00;6633;3630.25;3002.75;2519.559265;-0.160916072
01.03.2020 16:00;6742;2499.25;4242.75;4144.622605;-0.023128253
01.03.2020 17:00;7425;1625.25;5799.75;5410.509551;-0.067113315
01.03.2020 18:00;7967;1145;6822;6353.354735;-0.068696169
01.03.2020 19:00;8194;1048.5;7145.5;6420.412524;-0.101474701
01.03.2020 20:00;7902;1072.25;6829.75;7437.261248;0.08895073
01.03.2020 21:00;7535;1145.25;6389.75;4903.142899;-0.232654971
01.03.2020 22:00;7313;1267;6046;5996.249153;-0.008228721
01.03.2020 23:00;6823;1448.25;5374.75;5544.089765;0.031506538
02.03.2020 00:00;6262;1714;4548;4270.043186;-0.061116274
02.03.2020 01:00;5980;1811.5;4168.5;3343.678309;-0.197870143
02.03.2020 02:00;5876;1857.5;4018.5;3446.1492;-0.142428966
02.03.2020 03:00;5784;1887;3897;3849.699898;-0.012137568
02.03.2020 04:00;5558;1820.75;3737.25;3960.973512;0.059863138
02.03.2020 05:00;5936;1741;4195;4367.117599;0.041029225
02.03.2020 06:00;6697;1602.75;5094.25;4689.918517;-0.079370169
02.03.2020 07:00;8209;1576;6633;6700.965247;0.010246532
02.03.2020 08:00;8683;1633.5;7049.5;7013.393307;-0.00512188
02.03.2020 09:00;8789;1634.5;7154.5;6863.704188;-0.040645162
02.03.2020 10:00;8720;1531.5;7188.5;6805.531649;-0.053275141
02.03.2020 11:00;8891;1445.5;7445.5;7984.825641;0.072436457
02.03.2020 12:00;9026;1316.5;7709.5;7223.937025;-0.062982421
02.03.2020 13:00;8980;1084;7896;8323.010295;0.054079318
02.03.2020 14:00;8790;909.5;7880.5;8542.599594;0.08401746
02.03.2020 15:00;8799;730.5;8068.5;7375.241248;-0.08592164
02.03.2020 16:00;8834;695.75;8138.25;8538.419699;0.049171468
02.03.2020 17:00;8969;847.75;8121.25;7537.952467;-0.071823615
02.03.2020 18:00;9239;987.5;8251.5;8589.226691;0.040929127
02.03.2020 19:00;9048;988.25;8059.75;6842.348345;-0.151047074
02.03.2020 20:00;8486;956.25;7529.75;7722.890173;0.025650277
02.03.2020 21:00;7614;1016.75;6597.25;5652.829385;-0.14315368
02.03.2020 22:00;7230;1152.25;6077.75;5642.365201;-0.071635852
02.03.2020 23:00;6812;1180;5632;5758.247746;0.022416148
03.03.2020 00:00;6333;981.75;5351.25;5072.054637;-0.052173859
03.03.2020 01:00;6122;1010.25;5111.75;5032.962623;-0.015412995
03.03.2020 02:00;5931;964.75;4966.25;4535.564891;-0.086722398
03.03.2020 03:00;5777;978.5;4798.5;5443.635158;0.134445172
03.03.2020 04:00;5774;1027.75;4746.25;5311.024926;0.118993927
03.03.2020 05:00;6247;1065;5182;4152.598275;-0.198649503
03.03.2020 06:00;7299;1159.25;6139.75;6854.653293;0.116438502
03.03.2020 07:00;8834;1599.5;7234.5;5855.262303;-0.190647273
03.03.2020 08:00;9529;2352;7177;6713.686956;-0.064555252
03.03.2020 09:00;9502;2788.75;6713.25;6230.782431;-0.071867958
03.03.2020 10:00;9205;3156.75;6048.25;5932.593404;-0.019122324
03.03.2020 11:00;8909;3355;5554;6286.336633;0.131857514
03.03.2020 12:00;8646;3389.5;5256.5;4957.867596;-0.056812024
03.03.2020 13:00;8377;3238.5;5138.5;4910.704725;-0.044331084
03.03.2020 14:00;8328;2949.25;5378.75;5036.203634;-0.063685125
03.03.2020 15:00;8524;2415.5;6108.5;6733.05329;0.102243315
03.03.2020 16:00;8957;1679.25;7277.75;8136.321211;0.117972067
03.03.2020 17:00;9219;1020.75;8198.25;8177.425322;-0.002540137
03.03.2020 18:00;9430;775.5;8654.5;7896.036323;-0.08763807
03.03.2020 19:00;9317;787.25;8529.75;8119.407227;-0.048107245
03.03.2020 20:00;8746;860.5;7885.5;8328.624931;0.056194906
03.03.2020 21:00;8019;991.75;7027.25;6527.673226;-0.071091362
03.03.2020 22:00;7549;1079.25;6469.75;6483.530244;0.00212995
03.03.2020 23:00;7033;1143.75;5889.25;4783.48702;-0.187759559
04.03.2020 00:00;7746;655.75;7090.25;6791.928391;-0.042074907
04.03.2020 01:00;7610;805.5;6804.5;6682.29842;-0.017958936
04.03.2020 02:00;7421;880.5;6540.5;6709.280022;0.02580537
04.03.2020 03:00;7390;836.25;6553.75;6574.31378;0.003137712
04.03.2020 04:00;7453;764.25;6688.75;6820.599302;0.019712099
04.03.2020 05:00;7916;697.25;7218.75;7022.075589;-0.02724494
04.03.2020 06:00;9329;695.5;8633.5;8060.785856;-0.066336265
04.03.2020 07:00;10496;970.5;9525.5;7914.366494;-0.169138996
04.03.2020 08:00;11008;1498;9510;10749.57037;0.130343887
04.03.2020 09:00;11030;2138.25;8891.75;7045.857636;-0.207596071
04.03.2020 10:00;10850;2795.25;8054.75;7231.894863;-0.10215775
04.03.2020 11:00;10621;3259.75;7361.25;7629.472764;0.036437122
04.03.2020 12:00;10426;3389.25;7036.75;7914.844261;0.124786906
04.03.2020 13:00;10353;3151.5;7201.5;5970.913448;-0.170879199
04.03.2020 14:00;10498;2681.75;7816.25;6657.054298;-0.148305863
04.03.2020 15:00;10599;1930;8669;8669.363231;4.19E-05
04.03.2020 16:00;10722;1048.5;9673.5;8200.26951;-0.152295497
04.03.2020 17:00;10988;417.25;10570.75;9034.491793;-0.145331051
04.03.2020 18:00;11389;216;11173;9159.10023;-0.180247004
04.03.2020 19:00;11291;254.25;11036.75;11623.13215;0.053129966
04.03.2020 20:00;10992;363.5;10628.5;11434.90552;0.075871997
04.03.2020 21:00;10521;445.75;10075.25;10896.25941;0.081487746
04.03.2020 22:00;10082;479;9603;10688.73817;0.113062394
04.03.2020 23:00;9546;532.75;9013.25;8110.576104;-0.100149657
05.03.2020 00:00;9319;306.25;9012.75;9847.590587;0.092628841
05.03.2020 01:00;9186;302.75;8883.25;9304.700588;0.047443288
05.03.2020 02:00;8821;293.25;8527.75;8951.365615;0.049674957
05.03.2020 03:00;8628;308;8320;9264.7623;0.113553161
05.03.2020 04:00;8621;388;8233;9341.503354;0.134641486
05.03.2020 05:00;9034;500;8534;9419.473981;0.103758376
05.03.2020 06:00;9920;656.25;9263.75;10252.24796;0.106706027
05.03.2020 07:00;10937;861.75;10075.25;10808.30272;0.07275777
05.03.2020 08:00;11525;1062.5;10462.5;10188.95939;-0.026144861
05.03.2020 09:00;11768;1281.75;10486.25;9932.268984;-0.052829278
05.03.2020 10:00;11777;1536.75;10240.25;10483.30884;0.023735635
05.03.2020 11:00;11591;1811;9780;9153.688008;-0.064040081
05.03.2020 12:00;11482;2030;9452;9959.258045;0.053666742
05.03.2020 13:00;11192;2075.5;9116.5;9937.693543;0.090077721
05.03.2020 14:00;11109;2027.75;9081.25;9201.805746;0.013275237
05.03.2020 15:00;11031;1992.75;9038.25;8309.666997;-0.08061107
05.03.2020 16:00;11031;1940.5;9090.5;8247.416459;-0.092743363
05.03.2020 17:00;11245;1896;9349;7100.174656;-0.240541806
05.03.2020 18:00;11486;1923.75;9562.25;8172.715643;-0.145314582
05.03.2020 19:00;11315;1980.5;9334.5;10204.44521;0.093196766
05.03.2020 20:00;11245;2030;9215;9580.051488;0.03961492
05.03.2020 21:00;11042;2045;8997;8988.2913;-0.000967956
05.03.2020 22:00;10744;2041.75;8702.25;8970.265289;0.03079839
05.03.2020 23:00;10260;2055.75;8204.25;9201.993455;0.121613
06.03.2020 00:00;10153;2193.75;7959.25;6476.956378;-0.186235339
06.03.2020 01:00;9699;2203.75;7495.25;7983.61682;0.065156842
06.03.2020 02:00;9511;2207.25;7303.75;7444.417311;0.019259601
06.03.2020 03:00;9542;2221.75;7320.25;7228.770732;-0.012496741
06.03.2020 04:00;9653;2275.5;7377.5;7000.952053;-0.051040047
06.03.2020 05:00;9682;2292.75;7389.25;8239.657036;0.115087057
06.03.2020 06:00;10241;2314;7927;6132.477948;-0.226380983
06.03.2020 07:00;11054;2420;8634;6400.516818;-0.25868464
06.03.2020 08:00;11288;2543;8745;8880.328088;0.01547491
06.03.2020 09:00;11178;2716.5;8461.5;6925.754931;-0.18149797
06.03.2020 10:00;10877;2866.25;8010.75;8902.024403;0.111259795
06.03.2020 11:00;10805;2910.25;7894.75;7500.748259;-0.049906804
06.03.2020 12:00;10749;2927.5;7821.5;8091.865783;0.034566999
06.03.2020 13:00;10748;2926;7822;7306.791736;-0.065866564
06.03.2020 14:00;10746;2877.75;7868.25;8070.952376;0.025762066
06.03.2020 15:00;10750;2765.25;7984.75;8213.118681;0.028600605
06.03.2020 16:00;11278;2486;8792;9271.556888;0.054544687
06.03.2020 17:00;11863;2096.25;9766.75;10329.50089;0.057619053
06.03.2020 18:00;12276;1806.75;10469.25;9453.079249;-0.097062421
06.03.2020 19:00;12091;1647.25;10443.75;10908.91949;0.044540466
06.03.2020 20:00;11227;1516.75;9710.25;10461.53118;0.077369911
06.03.2020 21:00;10320;1446;8874;8379.038079;-0.055776642
06.03.2020 22:00;9945;1437;8508;7591.127714;-0.107765901
06.03.2020 23:00;9228;1410.25;7817.75;6062.601739;-0.224508108
07.03.2020 00:00;6737;829.25;5907.75;5917.433133;0.001639056
07.03.2020 01:00;6372;821;5551;5825.52919;0.049455808
07.03.2020 02:00;6124;869.5;5254.5;4792.439242;-0.087936199
07.03.2020 03:00;5971;876.25;5094.75;3690.046296;-0.275715924
07.03.2020 04:00;5842;722.5;5119.5;5372.517531;0.049422313
07.03.2020 05:00;5808;555.25;5252.75;5694.049732;0.084013085
07.03.2020 06:00;5878;506;5372;4382.427632;-0.184209302
07.03.2020 07:00;6232;866.25;5365.75;5102.292115;-0.049099918
07.03.2020 08:00;6683;1542;5141;5717.724593;0.112181403
07.03.2020 09:00;6892;2114.25;4777.75;4011.043478;-0.160474391
07.03.2020 10:00;6964;2781.25;4182.75;4194.699389;0.002856826
07.03.2020 11:00;6983;3382;3601;3629.887082;0.008021961
07.03.2020 12:00;7127;3521.25;3605.75;3687.101035;0.022561474
07.03.2020 13:00;6972;3081.5;3890.5;3951.744971;0.015742185
07.03.2020 14:00;6907;2468.25;4438.75;3725.553027;-0.160675184
07.03.2020 15:00;6728;1917.25;4810.75;4982.562593;0.035714305
07.03.2020 16:00;6885;1635;5250;5573.39306;0.061598678
07.03.2020 17:00;7262;1611.25;5650.75;5251.33641;-0.070683288
07.03.2020 18:00;7610;1713;5897;6008.828626;0.018963647
07.03.2020 19:00;7661;1955.25;5705.75;5289.754494;-0.07290812
07.03.2020 20:00;7260;2168.75;5091.25;5097.574941;0.001242316
07.03.2020 21:00;6615;2333.25;4281.75;4744.01232;0.107961072
07.03.2020 22:00;6395;2435;3960;3453.606593;-0.127877123
07.03.2020 23:00;6224;2541.75;3682.25;3872.423704;0.05164606
08.03.2020 00:00;5690;2619;3071;3285.087281;0.069712563
08.03.2020 01:00;5443;2671;2772;2786.375112;0.005185827
08.03.2020 02:00;5417;2698.25;2718.75;2753.399471;0.012744633
08.03.2020 03:00;5207;2724.5;2482.5;2021.076486;-0.185870499
08.03.2020 04:00;5127;2785;2342;2672.587378;0.141156011
08.03.2020 05:00;5086;2890;2196;2460.536961;0.120463097
