Time;Realized_demand;Realized_renewable;Realized_residual_demand;Forecasted_residual_demand;(Forecasted_RD-Realized_RD)/Realized_RD
01.01.2020 00:00;7752;374.5;7377.5;8293.573744;0.124171297
01.01.2020 01:00;7320;343.75;6976.25;5888.226851;-0.155961032
01.01.2020 02:00;7165;337.5;6827.5;7288.422231;0.067509664
01.01.2020 03:00;7039;358.25;6680.75;6691.957172;0.001677532
01.01.2020 04:00;7235;380.25;6854.75;7376.015084;0.076044361
01.01.2020 05:00;7923;400;7523;7966.470017;0.05894856
01.01.2020 06:00;8698;404.25;8293.75;9424.251373;0.136307626
01.01.2020 07:00;9218;420;8798;8196.580061;-0.068358711
01.01.2020 08:00;9828;529.5;9298.5;10299.04058;0.107602364
01.01.2020 09:00;10139;753.25;9385.75;8227.580596;-0.123396575
01.01.2020 10:00;10361;874.5;9486.5;9554.73278;0.007192619
01.01.2020 11:00;10352;890.75;9461.25;9502.528677;0.00436292
01.01.2020 12:00;10573;847.5;9725.5;10381.81548;0.067483983
01.01.2020 13:00;10632;759;9873;9725.23463;-0.014966613
01.01.2020 14:00;10688;606.75;10081.25;9851.194202;-0.022820166
01.01.2020 15:00;10860;475;10385;8212.666105;-0.209179961
01.01.2020 16:00;10862;459.5;10402.5;10279.76166;-0.011798927
01.01.2020 17:00;10989;548.25;10440.75;11042.83016;0.057666371
01.01.2020 18:00;11240;659.5;10580.5;8291.718865;-0.216320697
01.01.2020 19:00;11117;698.25;10418.75;11611.99032;0.114528165
01.01.2020 20:00;10679;732.75;9946.25;10599.78927;0.065707103
01.01.2020 21:00;10215;761;9454;10211.77109;0.08015349
01.01.2020 22:00;9960;762.5;9197.5;9985.96781;0.085726318
01.01.2020 23:00;9547;722.25;8824.75;9328.736088;0.057110523
02.01.2020 00:00;8721;631.25;8089.75;7786.660664;-0.037465847
02.01.2020 01:00;8487;635.5;7851.5;8586.023811;0.093552036
02.01.2020 02:00;8258;700.75;7557.25;6272.675651;-0.169979073
02.01.2020 03:00;8086;805.5;7280.5;8057.437553;0.106714862
02.01.2020 04:00;8096;897.25;7198.75;8102.894924;0.125597489
02.01.2020 05:00;8037;973.75;7063.25;7360.535285;0.042089022
02.01.2020 06:00;8458;1071.5;7386.5;7202.370606;-0.024927827
02.01.2020 07:00;9309;1132;8177;9290.019853;0.136115917
02.01.2020 08:00;9906;1208.25;8697.75;7908.528803;-0.090738547
02.01.2020 09:00;10134;1374;8760;9044.642964;0.032493489
02.01.2020 10:00;10503;1597.5;8905.5;8308.003814;-0.067092941
02.01.2020 11:00;10739;1746.25;8992.75;9479.977168;0.054179997
02.01.2020 12:00;10732;1815.75;8916.25;7916.922692;-0.112079328
02.01.2020 13:00;10759;1884.25;8874.75;8389.673515;-0.054658045
02.01.2020 14:00;10866;1947.75;8918.25;9886.691106;0.108590935
02.01.2020 15:00;10974;2035.25;8938.75;9421.029995;0.053953852
02.01.2020 16:00;10968;2226.25;8741.75;9130.584238;0.044480137
02.01.2020 17:00;11041;2444.75;8596.25;8897.703561;0.035068031
02.01.2020 18:00;11098;2628;8470;6585.489592;-0.222492374
02.01.2020 19:00;10919;2759;8160;8125.412208;-0.0042387
02.01.2020 20:00;10498;2873.25;7624.75;8467.926223;0.110584114
02.01.2020 21:00;9883;2964.5;6918.5;7425.080678;0.073221172
02.01.2020 22:00;9168;3013.5;6154.5;5659.726882;-0.08039209
02.01.2020 23:00;8303;3078.25;5224.75;5297.432965;0.013911281
03.01.2020 00:00;7695;2825.25;4869.75;5401.210746;0.109135119
03.01.2020 01:00;7314;2866;4448;5055.608823;0.136602703
03.01.2020 02:00;7206;2886.25;4319.75;3839.82117;-0.111101066
03.01.2020 03:00;6953;2903;4050;4424.786303;0.092539828
03.01.2020 04:00;7029;2912;4117;4239.5664;0.029770804
03.01.2020 05:00;7295;2900.75;4394.25;4714.416848;0.072860408
03.01.2020 06:00;8332;2881;5451;5370.329277;-0.014799252
03.01.2020 07:00;9796;2841.25;6954.75;7432.285133;0.068663163
03.01.2020 08:00;10313;2782;7531;6367.849695;-0.154448321
03.01.2020 09:00;10564;2695;7869;8185.231062;0.040186944
03.01.2020 10:00;10621;2534.75;8086.25;6969.561872;-0.138097156
03.01.2020 11:00;10330;2399.5;7930.5;8286.675028;0.044912052
03.01.2020 12:00;10353;2401.75;7951.25;8399.479908;0.056372257
03.01.2020 13:00;10371;2669.25;7701.75;8674.99906;0.126367262
03.01.2020 14:00;10302;2791.75;7510.25;7256.113219;-0.033838658
03.01.2020 15:00;10281;2457.75;7823.25;8565.438676;0.09486961
03.01.2020 16:00;10430;2137.25;8292.75;7645.945296;-0.077996407
03.01.2020 17:00;10630;1949;8681;8215.601633;-0.053611147
03.01.2020 18:00;10612;1771.5;8840.5;8572.209408;-0.030347898
03.01.2020 19:00;10529;1748.5;8780.5;9110.879404;0.037626491
03.01.2020 20:00;10138;1773;8365;8995.171336;0.07533429
03.01.2020 21:00;9603;1841;7762;8369.105474;0.078215083
03.01.2020 22:00;9073;1954;7119;7455.954365;0.047331699
03.01.2020 23:00;8572;2073.25;6498.75;6385.863905;-0.017370432
04.01.2020 00:00;7740;1893.75;5846.25;5098.226814;-0.12794923
04.01.2020 01:00;7142;2018;5124;4674.342089;-0.087755252
04.01.2020 02:00;6875;2105.5;4769.5;4642.440382;-0.026640029
04.01.2020 03:00;6713;2198;4515;3394.673491;-0.248134332
04.01.2020 04:00;6744;2290.75;4453.25;4136.696598;-0.071083681
04.01.2020 05:00;6904;2374.25;4529.75;4208.977733;-0.070814563
04.01.2020 06:00;7150;2445;4705;4622.285907;-0.017580041
04.01.2020 07:00;7542;2513.25;5028.75;5205.979735;0.035243298
04.01.2020 08:00;8191;2631.25;5559.75;5678.276092;0.021318601
04.01.2020 09:00;8613;2799.25;5813.75;5503.190527;-0.053418099
04.01.2020 10:00;8941;2884.75;6056.25;5864.05146;-0.031735569
04.01.2020 11:00;9072;2910.75;6161.25;6284.23717;0.019961399
04.01.2020 12:00;9106;2788;6318;5651.570897;-0.105481023
04.01.2020 13:00;9300;2503.75;6796.25;7033.100549;0.034850182
04.01.2020 14:00;9370;2204.25;7165.75;6591.416363;-0.080149829
04.01.2020 15:00;9372;1927;7445;8299.720969;0.114804697
04.01.2020 16:00;9245;1792.25;7452.75;7213.471271;-0.032106099
04.01.2020 17:00;9403;1720.75;7682.25;7601.18951;-0.01055166
04.01.2020 18:00;9542;1649.25;7892.75;9035.422463;0.144774947
04.01.2020 19:00;9398;1479.25;7918.75;8418.259587;0.063079348
04.01.2020 20:00;9172;1248.75;7923.25;8414.314875;0.061977708
04.01.2020 21:00;8821;1037.25;7783.75;8496.769599;0.09160361
04.01.2020 22:00;8112;862.25;7249.75;6477.341125;-0.106542829
04.01.2020 23:00;7619;720.75;6898.25;7116.537402;0.031643881
05.01.2020 00:00;8706;266.75;8439.25;9374.282383;0.110795673
05.01.2020 01:00;7961;267.25;7693.75;8296.229274;0.078307623
05.01.2020 02:00;7156;282.75;6873.25;6888.624464;0.002236855
05.01.2020 03:00;6745;316.5;6428.5;6580.243675;0.023604834
05.01.2020 04:00;6741;407;6334;6224.222146;-0.017331521
05.01.2020 05:00;6864;521.75;6342.25;7149.23215;0.127239095
05.01.2020 06:00;6928;629.25;6298.75;6318.85042;0.003191176
05.01.2020 07:00;7526;713.75;6812.25;6329.803471;-0.070820438
05.01.2020 08:00;7883;877.5;7005.5;7318.575669;0.044689982
05.01.2020 09:00;8912;1111.5;7800.5;7862.473904;0.007944863
05.01.2020 10:00;9264;1294.25;7969.75;8712.370763;0.093179932
05.01.2020 11:00;8924;1471.25;7452.75;7442.612673;-0.001360213
05.01.2020 12:00;9400;1555;7845;7613.904869;-0.029457633
05.01.2020 13:00;9657;1487.5;8169.5;9199.658804;0.126098146
05.01.2020 14:00;9633;1361.75;8271.25;8330.124435;0.007117961
05.01.2020 15:00;9710;1251;8459;8937.044719;0.056513148
05.01.2020 16:00;9796;1278.5;8517.5;8887.45929;0.043435197
05.01.2020 17:00;10218;1391.25;8826.75;9488.031636;0.074917907
05.01.2020 18:00;10460;1478.25;8981.75;10167.72454;0.132042702
05.01.2020 19:00;10755;1531.75;9223.25;9559.383737;0.036444175
05.01.2020 20:00;10635;1572.25;9062.75;10180.43715;0.123327594
05.01.2020 21:00;10471;1606.75;8864.25;9105.867915;0.02725757
05.01.2020 22:00;9972;1571.5;8400.5;8803.548766;0.04797914
05.01.2020 23:00;9793;1555.25;8237.75;7603.611523;-0.076979573
06.01.2020 00:00;10278;1373.5;8904.5;8765.072733;-0.015658068
06.01.2020 01:00;9847;1370.75;8476.25;6853.280425;-0.191472594
06.01.2020 02:00;9518;1361.25;8156.75;9113.278834;0.117268377
06.01.2020 03:00;8979;1372.5;7606.5;7371.239801;-0.030928837
06.01.2020 04:00;9229;1428.5;7800.5;7884.927284;0.010823317
06.01.2020 05:00;10508;1451.25;9056.75;8373.16293;-0.075478187
06.01.2020 06:00;12689;1374.25;11314.75;12260.33556;0.083571052
06.01.2020 07:00;14047;1352.75;12694.25;13843.52093;0.090534764
06.01.2020 08:00;14271;1524;12747;12301.2858;-0.034966204
06.01.2020 09:00;14256;1728;12528;11008.83867;-0.121261281
06.01.2020 10:00;14559;1874;12685;11998.2419;-0.054139385
06.01.2020 11:00;14627;1959.25;12667.75;13579.07241;0.071940353
06.01.2020 12:00;14827;2005.75;12821.25;12079.97051;-0.057816476
06.01.2020 13:00;15082;1999;13083;12164.2864;-0.070221937
06.01.2020 14:00;15114;1880;13234;12636.19977;-0.045171545
06.01.2020 15:00;14663;1870.75;12792.25;11988.71114;-0.062814506
06.01.2020 16:00;14658;2039.75;12618.25;12416.57948;-0.015982448
06.01.2020 17:00;14860;2259.5;12600.5;11399.07798;-0.09534717
06.01.2020 18:00;15174;2358.25;12815.75;13358.55844;0.042354793
06.01.2020 19:00;14589;2315;12274;13498.86715;0.099793641
06.01.2020 20:00;14007;2346.25;11660.75;10241.08794;-0.121747063
06.01.2020 21:00;13860;2405;11455;10698.5143;-0.066039782
06.01.2020 22:00;13614;2468.75;11145.25;11019.18791;-0.011310836
06.01.2020 23:00;13297;2491;10806;9759.496399;-0.096844679
07.01.2020 00:00;8732;2240.5;6491.5;6657.985099;0.02564663
07.01.2020 01:00;8260;2178.75;6081.25;6024.705011;-0.009298251
07.01.2020 02:00;8078;2073.25;6004.75;6464.35019;0.076539438
07.01.2020 03:00;7473;1970.5;5502.5;5080.603582;-0.076673588
07.01.2020 04:00;7612;1800;5812;4982.204016;-0.142772881
07.01.2020 05:00;7863;1539.25;6323.75;5746.503277;-0.091282344
07.01.2020 06:00;8656;1235.25;7420.75;7515.599578;0.01278167
07.01.2020 07:00;9543;1007;8536;9512.693525;0.114420516
07.01.2020 08:00;10231;1081;9150;9743.498765;0.064863253
07.01.2020 09:00;10399;1531.25;8867.75;8389.83118;-0.053894034
07.01.2020 10:00;10528;1866.5;8661.5;8106.870245;-0.064033915
07.01.2020 11:00;10679;1959.25;8719.75;7286.20975;-0.164401531
07.01.2020 12:00;10505;1918.5;8586.5;8311.704394;-0.032003215
07.01.2020 13:00;10511;1848.5;8662.5;8199.213292;-0.053481871
07.01.2020 14:00;10611;1869;8742;9228.896775;0.055696268
07.01.2020 15:00;10992;1970.25;9021.75;8295.004607;-0.080554814
07.01.2020 16:00;11128;2181.25;8946.75;8110.283835;-0.093493857
07.01.2020 17:00;11143;2442;8701;8599.503723;-0.011664898
07.01.2020 18:00;10867;2638.75;8228.25;8364.332049;0.016538395
07.01.2020 19:00;10208;2810;7398;8263.329641;0.116968051
07.01.2020 20:00;9454;2943.75;6510.25;7301.073244;0.12147356
07.01.2020 21:00;9046;3015;6031;6198.519131;0.027776344
07.01.2020 22:00;8756;3038;5718;6045.050222;0.057196611
07.01.2020 23:00;7862;3061.75;4800.25;5299.722219;0.104051293
08.01.2020 00:00;7978;3119;4859;4584.974295;-0.056395494
08.01.2020 01:00;7616;3090.75;4525.25;4594.2639;0.015250848
08.01.2020 02:00;7344;3035.25;4308.75;4592.778552;0.065919014
08.01.2020 03:00;6965;2958.25;4006.75;4321.079241;0.078449926
08.01.2020 04:00;6892;2834.5;4057.5;3341.840438;-0.176379436
08.01.2020 05:00;7215;2684.25;4530.75;4954.206006;0.093462673
08.01.2020 06:00;7478;2494.5;4983.5;4885.418271;-0.019681294
08.01.2020 07:00;7855;2299.5;5555.5;5098.449887;-0.082269843
08.01.2020 08:00;8321;2110.5;6210.5;6781.170828;0.091888065
08.01.2020 09:00;8671;1967.5;6703.5;6783.482515;0.011931456
08.01.2020 10:00;8981;1819;7162;8033.865819;0.121734965
08.01.2020 11:00;9006;1647.75;7358.25;6596.632921;-0.103505192
08.01.2020 12:00;9235;1418;7817;6302.054503;-0.193801394
08.01.2020 13:00;9184;1134.5;8049.5;8358.046777;0.038331173
08.01.2020 14:00;9196;843.5;8352.5;7749.80844;-0.072157026
08.01.2020 15:00;9417;606.5;8810.5;8049.035595;-0.086426923
08.01.2020 16:00;9617;440.25;9176.75;9353.586514;0.019270059
08.01.2020 17:00;9886;319;9567;10327.902;0.079534023
08.01.2020 18:00;9860;249.25;9610.75;8716.20313;-0.093077738
08.01.2020 19:00;9708;218.25;9489.75;9773.555474;0.029906528
08.01.2020 20:00;9297;191;9106;8844.066101;-0.028764979
08.01.2020 21:00;8861;165.5;8695.5;6907.970821;-0.205569453
08.01.2020 22:00;8694;174.5;8519.5;8628.62959;0.012809389
08.01.2020 23:00;8306;232.75;8073.25;8139.592545;0.008217576
09.01.2020 00:00;7318;192.75;7125.25;7509.282385;0.053897391
09.01.2020 01:00;6975;374.75;6600.25;6629.540372;0.004437767
09.01.2020 02:00;6774;754.25;6019.75;6136.635745;0.019417043
09.01.2020 03:00;6768;1312.5;5455.5;5446.211771;-0.001702544
09.01.2020 04:00;6961;1829.25;5131.75;5280.016208;0.028891939
09.01.2020 05:00;6855;2218.25;4636.75;4932.896097;0.063869326
09.01.2020 06:00;7447;2552.25;4894.75;4956.127057;0.012539365
09.01.2020 07:00;8339;2777;5562;5254.905227;-0.055213012
09.01.2020 08:00;8983;2921.75;6061.25;6363.999806;0.049948411
09.01.2020 09:00;9260;3015.5;6244.5;6301.162968;0.00907406
09.01.2020 10:00;9574;3015.5;6558.5;6551.512961;-0.001065341
09.01.2020 11:00;9754;3015.75;6738.25;7499.551864;0.112982134
09.01.2020 12:00;9782;3005.5;6776.5;7421.22794;0.095141731
09.01.2020 13:00;9789;2899.5;6889.5;7171.304036;0.040903409
09.01.2020 14:00;9866;2759;7107;7307.252041;0.028176733
09.01.2020 15:00;9925;2627;7298;7384.507938;0.01185365
09.01.2020 16:00;9881;2518;7363;7232.918078;-0.017666973
09.01.2020 17:00;9972;2382.25;7589.75;8404.856894;0.10739575
09.01.2020 18:00;9991;2300.75;7690.25;8320.435196;0.081945996
09.01.2020 19:00;9858;2320;7538;7525.147258;-0.00170506
09.01.2020 20:00;9552;2322.5;7229.5;6767.091933;-0.063961279
09.01.2020 21:00;8961;2290;6671;7359.088667;0.103146255
09.01.2020 22:00;8445;2285.5;6159.5;6430.985112;0.044075836
09.01.2020 23:00;7838;2187;5651;6294.932535;0.113950192
10.01.2020 00:00;7363;2592.75;4770.25;5119.772247;0.073271264
10.01.2020 01:00;7086;2572.25;4513.75;4751.007325;0.05256324
10.01.2020 02:00;6885;2545;4340;3153.307095;-0.273431545
10.01.2020 03:00;6620;2451;4169;3371.020298;-0.19140794
10.01.2020 04:00;6705;2266.5;4438.5;4629.566688;0.043047581
10.01.2020 05:00;6904;2146;4758;4599.85961;-0.033236736
10.01.2020 06:00;7722;2056;5666;5957.826072;0.051504778
10.01.2020 07:00;8892;2056.25;6835.75;5795.287287;-0.152209006
10.01.2020 08:00;9467;2203.25;7263.75;8121.123535;0.11803456
10.01.2020 09:00;9851;2502.5;7348.5;7930.389253;0.079184766
10.01.2020 10:00;9846;2798.25;7047.75;6743.876956;-0.04311632
10.01.2020 11:00;9546;3170.75;6375.25;5608.848327;-0.120215156
10.01.2020 12:00;9636;3452.75;6183.25;6501.774441;0.051514081
10.01.2020 13:00;9638;3289.25;6348.75;6815.496031;0.073517784
10.01.2020 14:00;9532;2674.75;6857.25;6785.055151;-0.010528251
10.01.2020 15:00;9440;1896.75;7543.25;7912.420472;0.048940506
10.01.2020 16:00;9582;1246.5;8335.5;7999.864674;-0.04026577
10.01.2020 17:00;9807;827.5;8979.5;8232.84679;-0.083150867
10.01.2020 18:00;9727;726.75;9000.25;9079.788431;0.008837358
10.01.2020 19:00;9662;825.75;8836.25;9871.672691;0.117178972
10.01.2020 20:00;9388;895.5;8492.5;8078.465784;-0.048752925
10.01.2020 21:00;8785;957;7828;8570.459975;0.094846701
10.01.2020 22:00;8397;1031;7366;7294.259403;-0.009739424
10.01.2020 23:00;8018;1105;6913;6504.769798;-0.059052539
11.01.2020 00:00;7537;1037;6500;6111.430871;-0.059779866
11.01.2020 01:00;7136;1191.25;5944.75;5161.084716;-0.131824767
11.01.2020 02:00;6885;1350;5535;5832.880682;0.053817648
11.01.2020 03:00;6771;1502.5;5268.5;4690.234661;-0.109759009
11.01.2020 04:00;6785;1636;5149;5061.717849;-0.016951282
11.01.2020 05:00;6894;1747.5;5146.5;3862.216354;-0.249545059
11.01.2020 06:00;7393;1874.5;5518.5;6089.764938;0.103518155
11.01.2020 07:00;7898;2079.5;5818.5;5701.712336;-0.020071782
11.01.2020 08:00;8232;2368.25;5863.75;5929.387363;0.011193752
11.01.2020 09:00;8411;2775.5;5635.5;5998.564732;0.064424582
11.01.2020 10:00;8605;3126.25;5478.75;5649.796268;0.031219944
11.01.2020 11:00;8642;3376.5;5265.5;4617.741012;-0.123019464
11.01.2020 12:00;8649;3432.25;5216.75;5160.813278;-0.010722523
11.01.2020 13:00;8750;3321.75;5428.25;5964.442091;0.098778076
11.01.2020 14:00;8865;3147.25;5717.75;6305.676432;0.102824788
11.01.2020 15:00;8869;3002.75;5866.25;6128.175558;0.044649573
11.01.2020 16:00;8789;2954.25;5834.75;5849.11453;0.002461893
11.01.2020 17:00;8990;2982.5;6007.5;5285.782818;-0.120136027
11.01.2020 18:00;9016;3039;5977;6510.845964;0.089316708
11.01.2020 19:00;8785;3112.75;5672.25;5722.796997;0.008911278
11.01.2020 20:00;8557;3180;5377;4051.818197;-0.246453748
11.01.2020 21:00;8173;3182;4991;4730.811574;-0.052131522
11.01.2020 22:00;7684;3148;4536;4323.707348;-0.046801731
11.01.2020 23:00;7249;3136.75;4112.25;3149.504949;-0.234116372
12.01.2020 00:00;6674;3120;3554;3317.634811;-0.066506806
12.01.2020 01:00;6326;3110.75;3215.25;3441.911814;0.07049586
12.01.2020 02:00;6236;3103;3133;3115.170611;-0.005690836
12.01.2020 03:00;6272;3103.25;3168.75;3302.715722;0.042277151
12.01.2020 04:00;6215;3136.75;3078.25;3451.627808;0.121295479
12.01.2020 05:00;6217;3194.75;3022.25;3255.845115;0.077291791
12.01.2020 06:00;6335;3263.75;3071.25;2544.268012;-0.171585507
12.01.2020 07:00;6551;3307.75;3243.25;3087.544957;-0.048008955
12.01.2020 08:00;6928;3360.5;3567.5;4054.675948;0.136559481
12.01.2020 09:00;7703;3462.5;4240.5;4743.267788;0.118563327
12.01.2020 10:00;8278;3524.25;4753.75;4045.496793;-0.148988316
12.01.2020 11:00;8531;3594.75;4936.25;5547.009498;0.12372945
12.01.2020 12:00;8528;3693.75;4834.25;5210.439863;0.077817627
12.01.2020 13:00;8374;3763.75;4610.25;4540.725761;-0.015080362
12.01.2020 14:00;8439;3693.75;4745.25;3939.008446;-0.169904969
12.01.2020 15:00;8602;3411.75;5190.25;4824.149965;-0.070536108
12.01.2020 16:00;8901;2911.75;5989.25;6266.430376;0.046279647
12.01.2020 17:00;9285;2390.5;6894.5;7878.345088;0.142699991
12.01.2020 18:00;9453;1978;7475;7734.935246;0.034773946
12.01.2020 19:00;9297;1777.25;7519.75;6861.009756;-0.087601349
12.01.2020 20:00;8944;1587.75;7356.25;8163.639324;0.109755558
12.01.2020 21:00;8569;1396.5;7172.5;5860.390787;-0.182936105
12.01.2020 22:00;8318;1240.5;7077.5;6203.570824;-0.123479926
12.01.2020 23:00;7761;1097.5;6663.5;6594.652378;-0.010332051
13.01.2020 00:00;7092;1298.25;5793.75;5903.726893;0.018981988
13.01.2020 01:00;7139;1393.25;5745.75;6026.950987;0.048940693
13.01.2020 02:00;7002;1483.25;5518.75;4580.84809;-0.169948251
13.01.2020 03:00;6881;1551.5;5329.5;5393.769704;0.012059237
13.01.2020 04:00;6766;1587;5179;3834.508833;-0.259604396
13.01.2020 05:00;7097;1652;5445;4253.974563;-0.218737454
13.01.2020 06:00;7959;1732.25;6226.75;5710.533527;-0.082903035
13.01.2020 07:00;8619;1802.75;6816.25;6901.688599;0.012534546
13.01.2020 08:00;9390;1878.5;7511.5;8425.133938;0.121631357
13.01.2020 09:00;9691;2073.5;7617.5;6970.343869;-0.084956499
13.01.2020 10:00;9647;2296;7351;7832.486347;0.065499435
13.01.2020 11:00;9732;2551.25;7180.75;7468.03932;0.040008261
13.01.2020 12:00;9735;2836.5;6898.5;6975.130801;0.011108328
13.01.2020 13:00;9722;2912.5;6809.5;7787.961631;0.143690672
13.01.2020 14:00;9806;2719.25;7086.75;7443.999091;0.05041085
13.01.2020 15:00;9835;2523.75;7311.25;7852.122559;0.073978124
13.01.2020 16:00;9816;2546.75;7269.25;7526.644714;0.035408703
13.01.2020 17:00;9980;2737.25;7242.75;7556.778446;0.043357626
13.01.2020 18:00;10019;2987;7032;6891.166093;-0.020027575
13.01.2020 19:00;9949;3219;6730;7140.082193;0.060933461
13.01.2020 20:00;9677;3413;6264;4719.526875;-0.246563398
13.01.2020 21:00;9337;3540.5;5796.5;6250.929984;0.078397306
13.01.2020 22:00;9018;3603.25;5414.75;5831.145742;0.076900271
13.01.2020 23:00;8581;3666.75;4914.25;5165.292441;0.051084589
14.01.2020 00:00;8283;3667;4616;5159.943522;0.117838718
14.01.2020 01:00;7999;3683.75;4315.25;4292.997593;-0.00515669
14.01.2020 02:00;7577;3690.25;3886.75;3921.11725;0.008842156
14.01.2020 03:00;7055;3675.5;3379.5;3041.557138;-0.099997888
14.01.2020 04:00;7157;3602.5;3554.5;2984.527131;-0.160352474
14.01.2020 05:00;7445;3470.5;3974.5;4264.985669;0.073087349
14.01.2020 06:00;7930;3225.5;4704.5;4692.533831;-0.002543558
14.01.2020 07:00;8534;2899.25;5634.75;6187.79261;0.098148562
14.01.2020 08:00;8950;2636;6314;6668.220224;0.056100764
14.01.2020 09:00;9185;2505.75;6679.25;6731.551847;0.007830497
14.01.2020 10:00;9301;2557.5;6743.5;6473.414928;-0.040051171
14.01.2020 11:00;9491;2659.5;6831.5;6994.181351;0.023813416
14.01.2020 12:00;9402;2692;6710;7052.903774;0.051103394
14.01.2020 13:00;9613;2759.5;6853.5;6899.132262;0.006658242
14.01.2020 14:00;9809;2865;6944;6917.611376;-0.003800205
14.01.2020 15:00;9881;3069.75;6811.25;7647.619087;0.122792305
14.01.2020 16:00;9929;3396.5;6532.5;6342.723382;-0.029051147
14.01.2020 17:00;9989;3648;6341;4993.680249;-0.212477488
14.01.2020 18:00;9747;3760.25;5986.75;6519.967402;0.089066255
14.01.2020 19:00;9203;3805.25;5397.75;5618.508351;0.040898217
14.01.2020 20:00;8123;3834.25;4288.75;4823.446372;0.124674176
14.01.2020 21:00;7782;3832.5;3949.5;3544.777776;-0.102474294
14.01.2020 22:00;7569;3811;3758;3857.191174;0.026394671
14.01.2020 23:00;7278;3791.25;3486.75;2562.407565;-0.265101437
15.01.2020 00:00;6962;3770.5;3191.5;2850.108299;-0.106969043
15.01.2020 01:00;6579;3754.75;2824.25;2797.890611;-0.009333235
15.01.2020 02:00;6362;3735.75;2626.25;2747.421425;0.046138572
15.01.2020 03:00;6139;3718.75;2420.25;2445.943418;0.010616018
15.01.2020 04:00;6023;3695.75;2327.25;2488.662568;0.06935764
15.01.2020 05:00;6248;3666.75;2581.25;2388.581742;-0.074641456
15.01.2020 06:00;6674;3632.75;3041.25;3257.197955;0.071006315
15.01.2020 07:00;7123;3604;3519;3969.541328;0.128031068
15.01.2020 08:00;7618;3665.75;3952.25;3515.494686;-0.110508018
15.01.2020 09:00;7939;3801.75;4137.25;4437.873263;0.072662581
15.01.2020 10:00;8140;3820.25;4319.75;3775.713242;-0.125941723
15.01.2020 11:00;8185;3734.5;4450.5;4882.03251;0.096962703
15.01.2020 12:00;8342;3574.5;4767.5;4735.831085;-0.006642667
15.01.2020 13:00;8346;3205.25;5140.75;5661.007528;0.101202651
15.01.2020 14:00;8374;2486.75;5887.25;6614.787141;0.123578435
15.01.2020 15:00;8482;1857;6625;7204.158699;0.087420181
15.01.2020 16:00;8601;1894;6707;6633.594078;-0.010944673
15.01.2020 17:00;8668;2070.5;6597.5;5809.975762;-0.119367069
15.01.2020 18:00;8554;2233;6321;5563.618368;-0.119819907
15.01.2020 19:00;8475;2339.75;6135.25;5198.143976;-0.152741294
15.01.2020 20:00;8265;2384.25;5880.75;6450.083691;0.096813109
15.01.2020 21:00;8193;2381.5;5811.5;5330.726054;-0.08272803
15.01.2020 22:00;8218;2323.75;5894.25;4546.565728;-0.228643894
15.01.2020 23:00;7842;2270.75;5571.25;5638.167287;0.01201118
16.01.2020 00:00;7546;2074.5;5471.5;5457.477087;-0.002562901
16.01.2020 01:00;7384;1995;5389;5039.521949;-0.06485026
16.01.2020 02:00;7285;1900.75;5384.25;4532.68073;-0.158159311
16.01.2020 03:00;7347;1822.75;5524.25;6280.93384;0.136974945
16.01.2020 04:00;7463;1781;5682;5771.950134;0.015830717
16.01.2020 05:00;7413;1731.5;5681.5;5658.720935;-0.00400934
16.01.2020 06:00;8050;1669;6381;7232.675956;0.133470609
16.01.2020 07:00;8314;1658;6656;7372.709873;0.107678767
16.01.2020 08:00;8782;1754.75;7027.25;5690.11832;-0.190278086
16.01.2020 09:00;9205;1958.5;7246.5;7058.290916;-0.025972412
16.01.2020 10:00;9463;2114.75;7348.25;6613.657432;-0.099968369
16.01.2020 11:00;9667;2292;7375;6932.294459;-0.06002787
16.01.2020 12:00;9639;2444;7195;8145.384679;0.132089601
16.01.2020 13:00;9739;2586.25;7152.75;7088.75509;-0.008946896
16.01.2020 14:00;9684;2586.5;7097.5;6593.762837;-0.070973887
16.01.2020 15:00;9731;2504;7227;6380.786306;-0.11709059
16.01.2020 16:00;9830;2480;7350;6738.87668;-0.08314603
16.01.2020 17:00;10104;2569;7535;6486.8918;-0.139098633
16.01.2020 18:00;10304;2743.25;7560.75;7802.354991;0.031955162
16.01.2020 19:00;10101;2863.25;7237.75;7330.040541;0.012751275
16.01.2020 20:00;10011;2977.5;7033.5;6118.068361;-0.130153073
16.01.2020 21:00;9507;3019;6488;7188.309536;0.107939201
16.01.2020 22:00;9009;2944.5;6064.5;6596.373667;0.087702806
16.01.2020 23:00;8238;2871;5367;5605.352785;0.044410804
17.01.2020 00:00;7797;2712;5085;4581.798117;-0.098958089
17.01.2020 01:00;7654;2673.5;4980.5;4414.576702;-0.113627808
17.01.2020 02:00;7410;2624;4786;4851.254516;0.013634458
17.01.2020 03:00;7064;2579.75;4484.25;3718.85256;-0.17068572
17.01.2020 04:00;7166;2530.5;4635.5;4335.869786;-0.064638165
17.01.2020 05:00;7426;2486.5;4939.5;4476.565106;-0.093721003
17.01.2020 06:00;8350;2438.75;5911.25;6057.66487;0.024768851
17.01.2020 07:00;9411;2364.75;7046.25;5718.944301;-0.188370509
17.01.2020 08:00;9947;2278;7669;6558.235652;-0.144838225
17.01.2020 09:00;10390;2155.25;8234.75;9141.712321;0.110138416
17.01.2020 10:00;10462;1913.25;8548.75;9216.784631;0.07814413
